App,Category,Website,Evidence,Doc Snippet
Mailchimp,Marketing Ads Email Social,https://mailchimp.com/developer,https://mailchimp.com/developer/marketing/docs/fundamentals,"You can authenticate requests using either your API key or an OAuth access token, depending on your use case. You should use an API key if you’re writing code that tightly couples your application data to your Mailchimp account data; if you ever need to access someone else’s Mailchimp account data, you should use OAuth 2.

For more information on the Mailchimp OAuth 2 flow, see Access Data on Behalf of Other Users with OAuth 2. [...] If you’re integrating with the Marketing API using one of the official client libraries, you won’t need to worry about the implementation details for authentication.

### Authenticate with an API key or OAuth 2 token

API keys and OAuth 2 tokens can be used to make authenticated requests the same way. We’ll refer to both as tokens.

You can either use HTTP Basic Authentication or Bearer Authentication.

HTTP Basic Authentication:

### Basic HTTP Authentication

Bash [...] Bash

```
curl --request GET \ --url ' \ --user 'anystring:TOKEN
```

Bearer Authenti"
Klaviyo,Marketing Ads Email Social,https://developers.klaviyo.com,https://www.scalekit.com/blog/stripe-mcp-vs-api,"Connect is the second boundary. MCP authorizes a single account context, so platform onboarding and acting across many connected merchant accounts remain REST patterns. High-volume usage ingestion through the v2 Meter Event Stream is REST-only as well.

### The auth path each one puts you on

This is where Stripe diverges from Slack, Notion, and Salesforce. Their hosted MCP servers are OAuth-only. Stripe's is not.

Auth method

Stripe MCP

Stripe API

Interactive user OAuth

Yes (MCP spec) [...] Authentication is OAuth per the MCP specification for interactive clients. For autonomous agents, Stripe documents passing a restricted API key as a bearer token in the `Authorization` header. Administrators enable MCP access in the Dashboard, managed separately for sandbox and live mode. Official docs: `

### Stripe API [...] on MCP, the event-driven pipeline on REST. Either way the credential problem is the same, and that is the part that needs production-grade infrastructure."
systeme.io,Marketing Ads Email Social,https://systeme.io,https://finance.yahoo.com/news/apollo-mcp-server-launch-positions-130000252.html,"Zero-code MCP tool creation: Apollo MCP Server lets developers instantly turn GraphQL schema or operations into MCP tools without writing a single line of procedural code.
 Native REST and GraphQL support: Apollo MCP works with any combination of unmodified REST APIs via Apollo Connectors as well as native GraphQL services.
 Deterministic, efficient execution: Apollo implements precise and consistent API call execution across every interaction. [...] and numerous other functional and non-functional requirements. GraphQL's declarative, schema-driven approach to API orchestration provides these capabilities out-of-the-box, making it uniquely suited to serve as the foundation for MCP implementations, especially in an AI landscape where speed, security, and agility are paramount. [...] By implementing MCP, the Apollo MCP Server enables teams to move at AI speed while maintaining appropriate governance. It also simplifies deployment, with options to start in a local environment via Apollo's"
Pinterest,Marketing Ads Email Social,https://developers.pinterest.com,https://developers.pinterest.com/docs/getting-started/set-up-authentication-and-authorization,"Skip to content

## Developer Platform

# Set up authentication and authorization

Pinterest API services are only available to authenticated and authorized users.

Make sure your API requests on a user""s behalf include a current access token that identifies the user and defines your permissions, or scopes, for using the API on their behalf.

## Before you begin

Make sure you have the following items before you generate an access token:

OAuth prerequisites [...] 6. Your app calls the OAuth server with the authorization code, requesting an access token.
7. The OAuth server returns an access token.
8. Your app accesses the Pinterest API using the token on behalf of the user. [...] Try out this endpoint with the Pinterest Postman collection. On the collection site, select OAuth under Pinterest REST API (latest) in the left navigation panel. Then select Generate access token.

#### Authentication

Use HTTP Basic Authentication:

 Username:

  `client_id`
 Password:

  `client_secret`

##"
Threads,Marketing Ads Email Social,https://developers.facebook.com/docs/threads,https://developers.facebook.com/documentation/threads/get-started,"API authentication is handled by Threads user access tokens that conform to the OAuth 2.0 protocol. Access tokens are app-scoped (unique to the app and user pair) and can be short-lived or long-lived. API requests that query Threads users or publish Threads media must include a Threads user access token. Use the Access Token Debugger to debug your Threads User Access Token.

#### Short-Lived Access Tokens [...] ### Authorization

Data access authorization is controlled by your app users through the use of the permissions listed below. Users must grant your app these permissions through the Authorization Window before your app can access their data. For more details, refer to our Permissions guide. [...] The Authorization Window allows your app to get authorization codes and permissions from app users. Authorization codes can be exchanged for Threads user access tokens, which must be included when fetching an app user’s profile, retrieving Threads media, publishing posts, reading replie"
SendGrid,Marketing Ads Email Social,https://sendgrid.com,https://apis.io/apis/sendgrid/sendgrid-api-keys-api,"securitySchemes:
BearerAuth:
type: http
scheme: bearer
description: Twilio SendGrid requires you to authenticate with its APIs using an API key. The API key must be sent as a bearer token in the Authorization header.
externalDocs:
description: Twilio SendGrid's official developer documentation.
url:"
Shopify,Ecommerce,https://shopify.dev,https://evytor.vercel.app/blogs/shopify-api-documentation-accessing-the-shopify-api-documentation,"### Keywords

Shopify API, API documentation, Shopify development, e-commerce API, Shopify apps, API authentication, Shopify endpoints, OAuth 2.0, REST API, GraphQL API, API rate limits, webhooks, Shopify Partners, custom storefronts, API integration, Shopify platform, API requests, Shopify store, API versioning, API troubleshooting.

### Popular Hashtags [...] Welcome to your ultimate guide to the Shopify API documentation! Whether you're a seasoned developer or just starting your journey into the world of e-commerce development, understanding the Shopify API is crucial. This article provides a comprehensive overview of how to access, navigate, and effectively utilize the Shopify API documentation to build amazing apps and integrations for the Shopify platform. 🚀 We'll explore everything from authentication to common API endpoints, ensuring you have [...] Shopify regularly updates its API, so it's essential to be aware of the different versions. Using the latest version ensures you ha"
WooCommerce,Ecommerce,https://woocommerce.com/document/woocommerce-rest-api,https://developer.woocommerce.com/docs/features/mcp,"All operations respect WooCommerce's existing permission system. The deprecated WooCommerce MCP endpoint authenticates using WooCommerce REST API keys; clients using the shared WordPress MCP adapter should follow the adapter's authentication requirements.

warning [...] $features['mcp_integration'] = true;

return $features;

});

```

Alternatively, you can enable it via WooCommerce CLI:

```

wp option update woocommerce_feature_mcp_integration_enabled yes

```

## Authentication and Security​

### API Key Requirements​

The deprecated WooCommerce MCP endpoint authenticates using WooCommerce REST API keys in the `X-MCP-API-Key` header:

```

X-MCP-API-Key: ck_your_consumer_key:cs_your_consumer_secret

```

To create API keys: [...] {

""mcpServers"": {

""woocommerce_mcp"": {

""type"": ""stdio"",

""command"": ""npx"",

""args"": [

""-y"",

""@automattic/mcp-wordpress-remote@latest""

],

""env"": {

""WP_API_URL"": ""

""CUSTOM_HEADERS"": ""{\""X-MCP-API-Key\"": \""YOUR_CONSUMER_KEY:YOUR_CONSUMER_SECRET\""}""

"
BigCommerce,Ecommerce,https://developer.bigcommerce.com,https://docs.bigcommerce.com,"Query storefront data with GraphQL.Real-time store event notifications.API Reference

Complete REST and GraphQL API docs.AI Agent Setup

Connect Cursor, Claude, or Codex to the BigCommerce developer docs via MCP.

New to BigCommerce? Join our developer community to connect with our developer relations team, product and engineering teams, and fellow developers. [...] method: 'POST',

mode: 'cors',

headers: {

'Content-Type': 'application/json',

'Accept': 'application/json',

'Authorization': `Bearer {{TOKEN}}`

},

body: JSON.stringify({

query: `query SingleProduct {

site {

products (entityIds: {{product ID}}) {

edges {

node {

id

entityId

name

prices {

price {

value

currencyCode

}

}

}

}

}

}

}`

})

})

.then(res => res.json())

.then(res => console.log(res))

.catch(err => console.error(err));

```

### Customer Login API"
Salesforce Commerce Cloud,Ecommerce,https://developer.salesforce.com/docs/commerce,https://github.com/api-evangelist/salesforce-commerce-cloud/blob/main/apis.yml,"properties:

- type: Documentation

url: 

- type: APIReference

url: 

- type: API Explorer

url: 

- type: Why Use SCAPI

url: 

- type: Custom APIs

url: 

- url: graphql/salesforce-commerce-cloud-graphql.md

type: GraphQL

- aid: salesforce-commerce-cloud:ocapi

name: Open Commerce API (OCAPI)

description: Legacy REST API for B2C Commerce Cloud, organized into Shop API, Data API, and Meta API. Authentication [...] description: 'Salesforce Commerce Cloud (formerly Demandware) is an enterprise commerce platform supporting B2C

and B2B storefronts, order management, product content, and headless commerce experiences. Commerce Cloud exposes

two REST API products: the legacy Open Commerce API (OCAPI) and the modern Salesforce Commerce API (SCAPI), a

unified RAML-defined API family built for headless commerce. SCAPI uses OAuth 2.0 via Salesforce Account Manager [...] uses OAuth 2.0 via Salesforce Account Manager. OCAPI is deprecated for new projects in favor of SCAPI but remains

supp"
Magento,Ecommerce,https://developer.adobe.com/commerce,https://devdocs.mage-os.org/docs/main/graphql-apis,"## Conclusion

This documentation provides a comprehensive guide to the GraphQL APIs in Magento 2. It covers the basics of querying and mutating data, pagination, filtering and sorting, error handling, authentication and authorization, caching, and exploring the GraphQL schema.

By utilizing the power of GraphQL, you can efficiently retrieve and manipulate data from your Magento 2 system, providing a seamless and flexible experience for your users. [...] ## Getting Started

To get started with the Magento 2 GraphQL API, you need to have a basic understanding of GraphQL and familiarity with PHP and Magento 2. You'll also need to have a valid authentication token to access the API.

To authenticate and obtain an access token, you can use the Magento 2 token-based authentication system. Once you have the token, you can include it in the headers of your GraphQL requests as follows:

```

Authorization: Bearer <access_token>

``` [...] This document provides comprehensive documentation for "
Squarespace,Ecommerce,https://developers.squarespace.com,https://developers.squarespace.com/commerce-apis/authentication-and-permissions,"Squarespace Developer Platform: APIs, Apps, and DocsSquarespace Developer Platform: APIs, Apps, and Docs

Getting Started

# Authentication and permissions

To keep Squarespace merchant site data private and secure, every request to Commerce APIs must be authenticated and have minimum permissions. However, authenticated requests automatically have access to public site data, such as site name, identifier, language, currency, time zone, and location. [...] 1. Log in to a Squarespace site.
2. In the left nav, click Settings; scroll down and click Advanced.
3. Click Developer API Keys.
4. Click the GENERATE KEY button.
5. In the dialog, add a key name under ""KEY NAME"", and select one or more Commerce APIs under ""PERMISSIONS"" and permission level.
6. Record the generated key in a safe and secure place.

For security reasons, this is the only time the API key is visible. API keys will never expire as long as the merchant site remains active. [...] Depending on your development needs, you ca"
Ecwid,Ecommerce,https://api-docs.ecwid.com,https://github.com/Ecwid/ecwid-api-docs/blob/master/includes/_authentication.md,"## Access tokens

All Ecwid REST API requests require authentication. Ecwid supports oAuth2 protocol to provide applications with an easy way to authenticate and access store data on behalf of the user with access tokens. [...] Retrieving an access token in a complete oAuth flow includes the following steps:

1. You send the user to Ecwid authorization dialog available on the Ecwid's oAuth endpoint.
2. Upon authorization, Ecwid redirects the user to the return URL specified in the request.
3. The your code requests an access token from Ecwid. This access\_token will be used as API key in all API calls. [...] Ecwid user grants or denies access to certain data in their store for the particular application - then the application gets its own secure access token (and optional public token) upon authorization and uses that token as a key to make REST API calls to Ecwid."
Gumroad,Ecommerce,https://gumroad.com/api,https://rollout.com/integration-guides/gumroad/api-essentials,"### Best Practices

 Keep your access token and application credentials secure and confidential .
 Read the official API documentation at ` for complete details on endpoints and usage .
 Consider using a server-side approach when working with sensitive API credentials to avoid exposing them client-side .

In summary, the most recent version of the Gumroad API is v2, which uses OAuth 2.0 for authentication and provides a RESTful interface for interacting with various Gumroad features and data. [...] Based on the search results provided, here is a summary of the most recent version of the Gumroad API:

### Key Points

 The current version of the Gumroad API is v2 .
 The API is based on REST principles and returns JSON for all requests .
 Authentication is done using OAuth 2.0 .
 The base URL for API requests is ` .

### API Features [...] The Gumroad API uses standard HTTP status codes to indicate the status of requests, including 429 Too Many Requests which is typically used for rate li"
Amazon Selling Partner,Ecommerce,https://developer-docs.amazon.com/sp-api,https://www.youtube.com/watch?v=G7RAXlklQV4,"Amazon just shipped an official MCP server for the Selling Partner API. In this video I test the Amazon SP-API MCP on a real account: both servers, the dev tools, a live demo, where it's genuinely great for developers, where it stops, and a faster way to actually get usable Amazon data.

Amazon SP-API Dev MCP (official): [...] Amazon just shipped something very useful, an official local MCP server for their Amazon selling partner API. Actually, two servers that turn any AA assistant into the SP-API expert. Can use it in Cloud Cursor, Codex, and Kiro. I actually tested it on a real account and I will walk you through everything in this video. And honestly, I'm very surprised because it's a very good for developers. But I also found its limitations and reasons why it may not be the best tool for you. And in the end of [...] And in the end of the video, I'll show you also the alternatives. So, let's dive to it. So, actually, first of all, I found this SP-API documentation. First one is ac"
fanbasis,Ecommerce,https://fanbasis.com,https://developer.affinity.co/pages/mcp/authentication,"OAuth authentication is only supported with the hosted MCP server (` If you are running a self-hosted MCP server, use API key authentication instead.

OAuth is the preferred way to connect to the Affinity MCP Server. It provides a secure, token-based connection without requiring you to manage API keys manually, and is supported by Claude (Desktop, Web, and CLI), Notion, and ChatGPT.

### ​ Authorizing Access [...] > ## Documentation Index
>
> Fetch the complete documentation index at:</llms.txt>
>
> Use this file to discover all available pages before exploring further.

Affinity Developer Documentation home pagelight logodark logo

DocumentationAPI ReferenceMCPData Share

Reference

# Authentication

Learn how to authenticate with the Affinity MCP Server

The Affinity MCP Server supports two authentication methods: OAuth (recommended for supported clients) and API key.

## ​ OAuth (Recommended) [...] Any admin can view and disable OAuth access for each client by navigating to Settings"
DataForSEO,Data SEO Scraping,https://docs.dataforseo.com,https://dataforseo.com/blog/a-kickstart-guide-to-using-dataforseo-apis,"1 Get an API client. You can create your REST client or use one of the ready-made, officially supported clients for PHP, Python, C#, Java, and TypeScript – listed here in our documentation.

2 Regardless of the programming language, your unique API credentials should be passed in the ‘Authorization’ header within the request in the following format:

`Authorization: Basic login:password` [...] Instead of “login” and “password”, use your API login and password encoded in Base64. You can find your DataForSEO API login and password, as well the Base64-encoded string in the API Access section of the Dashboard.

For more information about Authentication for making DataForSEO API calls, refer to our documentation.

3 Indicate the URL of the API endpoint of your choice. You can copy it from our documentation, e.g. ` [...] ### Summary

In summary, APIs enable seamless interaction between software systems. The main API components include the API client, API call, API server, and API response. D"
SE Ranking,Data SEO Scraping,https://seranking.com/api,https://seranking.com/api/integrations/mcp,"The MCP server supports passing OAuth tokens and API key directly in the `Authorization: Bearer`  header instead of using the interactive authentication flow.

You can use this to interact with the MCP server programmatically, provide read-only access through a restricted API key, or integrate with an existing SE Ranking OAuth application without an extra authentication hop.

 No tools appearing after connecting? [...] Copy

```
claude mcp add --transport http se-ranking 
```

Then run `/mcp` once you’ve opened a Claude Code session to go through the authentication flow.

Option B: API key — skip the OAuth flow and pass your key as headers. Right for headless environments, CI runners, shared dev boxes, or when the browser handoff is awkward.

Copy

```
claude mcp add --transport http se-ranking  \  
 --header ""X-Api-Key: ""
``` [...] ### General

Our MCP server supports Streamable HTTP transports. This transport uses OAuth 2.1 with dynamic client registration for authentication at the f"
Ahrefs,Data SEO Scraping,https://ahrefs.com/api,https://www.scalekit.com/blog/ahrefs-mcp-vs-api,"The MCP surface is retrieval-oriented: Site Explorer, Keywords Explorer, Rank Tracker reads, SERP Overview, Batch Analysis, Brand Radar, GSC Insights. Write and project-management operations (Rank Tracker projects, Keywords Explorer lists) live in the API.
 MCP auth is an OAuth consent that mints an API key tagged with MCP scope. The REST API uses Authorization: Bearer keys created by workspace owners or admins. Both consume the same monthly API unit allowance; neither is a free lane. [...] MCP auth is an OAuth consent. Approving it mints an Ahrefs API key carrying the MCP scope; you can also generate an MCP key by hand, and Enterprise customers may connect with existing keys. The credential is a scoped key behind a consent screen, not a separate credential type. [...] Connection is an OAuth consent screen. Once approved, a dedicated API key tagged with `MCP` scope appears in your account; you can also mint an MCP key manually, and Enterprise customers can connect with existing keys. T"
MrScraper,Data SEO Scraping,https://docs.mrscraper.com,https://docs.mrscraper.com/docs/api/overview,"## Introduction

The MrScraper API provides a powerful and flexible way to programmatically scrape web pages and retrieve structured data. Built on REST principles, our API offers predictable resource-oriented URLs, accepts JSON-encoded request bodies, returns JSON-encoded responses, and uses standard HTTP response codes.

## API Features

### JSON Format

All requests with a payload require `Content-Type: application/json` header. All responses are returned in JSON format.

### Authentication [...] ### Authentication

All API endpoints require authentication using an API token passed in the `x-api-token` header. See the Authentication page for details.

### Pagination

List endpoints support pagination to handle large datasets efficiently. See the Pagination page for details.

### Response Headers

Track token usage, bandwidth usage, execution runtime, and target status codes in response headers. See the Response Headers page for details.

### Error Handling [...] ### Error Handling

"
Apify,Data SEO Scraping,https://docs.apify.com,https://finance.yahoo.com/news/apollo-mcp-server-launch-positions-130000252.html,"Zero-code MCP tool creation: Apollo MCP Server lets developers instantly turn GraphQL schema or operations into MCP tools without writing a single line of procedural code.
 Native REST and GraphQL support: Apollo MCP works with any combination of unmodified REST APIs via Apollo Connectors as well as native GraphQL services.
 Deterministic, efficient execution: Apollo implements precise and consistent API call execution across every interaction. [...] and numerous other functional and non-functional requirements. GraphQL's declarative, schema-driven approach to API orchestration provides these capabilities out-of-the-box, making it uniquely suited to serve as the foundation for MCP implementations, especially in an AI landscape where speed, security, and agility are paramount. [...] seamless AI access to data and services."
Firecrawl,Data SEO Scraping,https://firecrawl.dev,https://docs.firecrawl.dev/api-reference/introduction,"For authentication, it’s required to include an Authorization header. The header should contain `Bearer fc-123456789`, where `fc-123456789` represents your API Key.

```
Authorization: Bearer fc-123456789Authorization:  Bearer fc-123456789
```

​

## ​ Response codes [...] ## Map

Get a complete list of URLs from any website quickly and reliably.

## Search

Search the web and get full page content in any format.

## ​ Agentic Features

## Extract

Extract structured data from entire webpages using natural language.

## ​ Base URL

All requests contain the following base URL:

```
   
```

## ​ Authentication"
Bright Data,Data SEO Scraping,https://brightdata.com,https://docs.brightdata.com/introduction,"```
{{ ""mcpServers"": { ""mcpServers"": { ""brightdata-mcp"": { ""brightdata-mcp"": { ""command"": ""npx"",  ""command"": ""npx"", ""args"": [""-y"", ""@brightdata/mcp""],  ""args"": [""-y"", ""@brightdata/mcp""], ""env"": { ""env"": { ""API_TOKEN"": """"  ""API_TOKEN"": """" } } } } } }}}
```

```
codex mcp add brightdata --env API_TOKEN=YOUR_API_KEY -- npx -y @brightdata/mcp codex  mcp  add  brightdata --env API_TOKEN=YOUR_API_KEY --  npx -y @brightdata/mcp
``` [...] ```
curl -X POST \ curl -X  POST  \ "" \ ""  \ -H ""Authorization: Bearer YOUR_API_KEY"" \ -H ""Authorization: Bearer YOUR_API_KEY""  \ -H ""Content-Type: application/json"" \ -H ""Content-Type: application/json""  \ -d '[{""url"": "" -d '[{""url"": ""
``` [...] Scrape any site, buy ready-made datasets. Thousands of pre-built scrapers, one API key.

Read  and get me set up with Bright Data

5,000 free credits per month, no credit card required. See the free tier.

Quickstart

Scrape your first page and get structured JSON in three steps.You're an agent? Start here

llms.txt,"
Sherlock,Data SEO Scraping,https://github.com/sherlock-project/sherlock,https://www.scalekit.com/blog/stripe-mcp-vs-api,"Connect is the second boundary. MCP authorizes a single account context, so platform onboarding and acting across many connected merchant accounts remain REST patterns. High-volume usage ingestion through the v2 Meter Event Stream is REST-only as well.

### The auth path each one puts you on

This is where Stripe diverges from Slack, Notion, and Salesforce. Their hosted MCP servers are OAuth-only. Stripe's is not.

Auth method

Stripe MCP

Stripe API

Interactive user OAuth

Yes (MCP spec) [...] Authentication is OAuth per the MCP specification for interactive clients. For autonomous agents, Stripe documents passing a restricted API key as a bearer token in the `Authorization` header. Administrators enable MCP access in the Dashboard, managed separately for sandbox and live mode. Official docs: `

### Stripe API [...] on MCP, the event-driven pipeline on REST. Either way the credential problem is the same, and that is the part that needs production-grade infrastructure."
Waterfall.io,Data SEO Scraping,https://waterfall.io,https://docs.waterfall.io/v1/introduction,"| Account Reporting | Sync | Retrieve usage counters at the account and key level. |
| API Key Management | Sync | Create and manage sub-keys under a master key. | [...] | Company Titles | Sync | Get all active job titles at a company by domain or LinkedIn. Ideal for flexible title targeting and use alongside Search Contact title lists. Beta. |
| Job Change Detection | Sync | Check if a contact is still at a given company. Returns status and a profile snapshot. |
| Email Verification | Sync | Verify an email address and return deliverability status. |
| Webhook JWKS | Sync | Fetch Ed25519 public keys for verifying signed webhook deliveries. | [...] > ## Documentation Index
>
> Fetch the complete documentation index at:</llms.txt>
>
> Use this file to discover all available pages before exploring further.

Waterfall.io API Documentation home pagelight logodark logo

General guidance

# Introduction

Complete API reference for Waterfall — find and enrich contacts, prospect by title and c"
Clay,Data SEO Scraping,https://clay.com,https://www.scalekit.com/blog/clay-mcp-vs-api,"MCP auth is OAuth only. There is no static credential path on either the hosted server or the local clay mcp CLI server, both of which resolve a browser-established session. The Public API authenticates with a clay-api-key header tied to a specific Clay user and their workspace access.
 Clay's credit budgets, function-level permissions, and usage monitoring are scoped to MCP users. If your background agent runs on a Public API key, none of those guardrails apply to it. [...] { ""display\_name"": ""Clay Public API"", ""description"": ""Run Clay routines, searches, and table queries through the Clay Public API"", ""auth\_patterns"": [ { ""type"": ""API\_KEY"", ""display\_name"": ""Clay API key"", ""description"": ""Authenticate with a Clay Public API key"", ""auth\_header\_key\_override"": ""clay-api-key"", ""fields"": [ { ""field\_name"": ""api\_key"", ""label"": ""Clay API key"", ""input\_type"": ""password"", ""hint"": ""Create it in Clay under Settings > Account > API keys (beta)"", ""required"": true } ] } [...] For a B2B produ"
GitHub,Developer Infra Data Platforms,https://docs.github.com/rest,https://dev.to/gr2m/github-api-authentication-introduction-39dj,"Authenticating requests is required for GitHub's GraphQL API and strongly encouraged for GitHub's REST API.

While it is possible to send unauthenticated REST API requests, only 60 requests per hour are permitted. Unauthenticated requests are rate limited based on IP addresses, so if you sent them from virtual servers such as most CI environments they are likely depleted most of the time.

# Example"
Vercel,Developer Infra Data Platforms,https://vercel.com/docs/rest-api,https://vercel.com/docs,"# Create an API key and export the key it prints # Create an API key and export the key it printsvercel ai-gateway api-keys create vercel ai-gateway  api-keys  createexport AI_GATEWAY_API_KEY=""your-ai-gateway-api-key"" export  AI_GATEWAY_API_KEY =""your-ai-gateway-api-key""  # Call any model through one endpoint # Call any model through one endpointcurl  \ curl   \ -H ""Authorization: Bearer $AI_GATEWAY_API_KEY"" \  -H  ""Authorization: Bearer $AI_GATEWAY_API_KEY""  \ -H ""Content-Type: [...] ``` [...] ```"
Netlify,Developer Infra Data Platforms,https://docs.netlify.com/api,https://www.scalekit.com/blog/netlify-mcp-vs-api,"The MCP path is OAuth-first: Netlify recommends its remote server with OAuth 2.1, with a local npx server as a fallback. The REST API authenticates with a Personal Access Token (PAT) bearer token or an OAuth2 app acting on behalf of a user.
 Netlify's programmatic access is user-scoped on both paths. There is no team-scoped, non-interactive installation credential like a GitHub App installation token, so a multi-tenant agent needs one connected account per user either way. [...] Netlify launched its official Model Context Protocol (MCP) server in June 2025 during its Agent Week. It acts as a bridge that hands agents Netlify's API, CLI, and prompt context behind a single tool interface. Netlify recommends the remote server, reached at its hosted MCP endpoint with browser-based OAuth 2.1, and also ships a local server run with npx -y @netlify/mcp on Node.js 22 or higher. The local server can fall back to a NETLIFY\_PERSONAL\_ACCESS\_TOKEN environment variable when [...] MCP is the faster"
Cloudflare,Developer Infra Data Platforms,https://developers.cloudflare.com/api,https://www.scalekit.com/blog/stripe-mcp-vs-api,"Connect is the second boundary. MCP authorizes a single account context, so platform onboarding and acting across many connected merchant accounts remain REST patterns. High-volume usage ingestion through the v2 Meter Event Stream is REST-only as well.

### The auth path each one puts you on

This is where Stripe diverges from Slack, Notion, and Salesforce. Their hosted MCP servers are OAuth-only. Stripe's is not.

Auth method

Stripe MCP

Stripe API

Interactive user OAuth

Yes (MCP spec) [...] on MCP, the event-driven pipeline on REST. Either way the credential problem is the same, and that is the part that needs production-grade infrastructure. [...] Authentication is OAuth per the MCP specification for interactive clients. For autonomous agents, Stripe documents passing a restricted API key as a bearer token in the `Authorization` header. Administrators enable MCP access in the Dashboard, managed separately for sandbox and live mode. Official docs: `

### Stripe API"
Supabase,Developer Infra Data Platforms,https://supabase.com/docs,https://supabase.com/docs/guides/auth/oauth-server/mcp-authentication,"When your MCP server makes requests to your Supabase APIs on behalf of authenticated users, it will send access tokens issued by Supabase Auth, like any other OAuth client.

### Validating MCP tokens#

Use the same token validation as other OAuth clients.

See Token Security & RLS for more examples.

## Security considerations#

### User approval#

Always require explicit user approval for MCP clients:

## Troubleshooting#

### MCP client can't discover OAuth configuration# [...] The Model Context Protocol (MCP) is an open standard for connecting AI agents and LLM tools to data sources and services. While Supabase doesn't provide MCP server functionality, you can build your own MCP servers that connect to your Supabase project and leverage Supabase Auth's OAuth 2.1 capabilities to authenticate AI agents using your existing user base.

## Why use Supabase Auth for MCP?# [...] ## Prerequisites#

Before setting up MCP authentication:

## Setting up your MCP server#

Configure your MCP ser"
Neo4j,Developer Infra Data Platforms,https://neo4j.com/docs/api,https://neo4j.com/docs/mcp/current/authentication,"`mcp.json`
`{
""servers"": {
""neo4j-http"": {
""type"": ""http"",
""url"": ""
""headers"": {
""Authorization"": ""Basic BASE64_ENCODED_CREDENTIALS""
}
}
}
}`

Generate the base64-encoded credentials:

`echo -n ""neo4j:password"" | base64`

## Select an authentication method

Use Bearer Token when:

You’re using Neo4j Enterprise Edition or Aura with SSO/OIDC/OAuth configured

You want to integrate with your organization’s identity provider

You need to support OAuth 2.0 flows

Use Basic Auth when: [...] Check that credentials are properly base64 encoded: `echo -n ""user:pass"" | base64`

`echo -n ""user:pass"" | base64`

Ensure the authorization header format is: `Authorization: Basic BASE64_STRING`

`Authorization: Basic BASE64_STRING`

Empty credentials error

Both username and password must be non-empty

The base64 string must decode to `username:password` format with both parts present

`username:password`

## General issues

No authentication header provided [...] ## Basic authentication

Basic authenti"
Snowflake,Developer Infra Data Platforms,https://docs.snowflake.com,https://docs.snowflake.com/pt/user-guide/snowflake-cortex/cortex-agents-mcp-connectors,"OAuth authentication: Snowflake only supports using OAuth for all MCP server connections.
 Disabling or dropping: Disabling an API integration preserves its configuration, but immediately invalidates all user tokens and blocks tool invocations. Dropping an API integration permanently deletes it along with all stored secrets. Disable the integration when performing maintenance. Drop the integration when decommissioning. [...] 1. Provider setup: The account admin creates an MCP server on the provider’s dashboard (for example, Salesforce or Atlassian) and obtains OAuth credentials.
2. API integration: The account admin creates an API integration in Snowflake that stores the server URL, client ID, client secret, and OAuth endpoints.
3. External MCP server creation: The account admin creates an external MCP server object that references the API integration. [...] | OAUTH\_AUTHORIZATION\_ENDPOINT | STRING | Yes | None | Endpoint where users authorize the connection |
| OAUTH\_CLIENT\_AUTH\_M"
MongoDB Atlas,Developer Infra Data Platforms,https://mongodb.com/docs/atlas/api,https://x.com/iamdevloper?lang=en,"Sep 14

  Nobody has ever read the documentation. They have read the Slack thread where someone explained it once, three years ago, to a different person."
Datadog,Developer Infra Data Platforms,https://docs.datadoghq.com/api,https://docs.datadoghq.com/extend/integrations/api_integration,"OAuth 2.0 is an industry-standard authorization framework that enables secure access to Datadog APIs without exposing user credentials. It issues scoped, revocable tokens, offering stronger security and a better user experience than API or application keys.

OAuth is available only to approved Technology Partners developing official Datadog integrations. Standalone OAuth clients are not supported. [...] To submit data to Datadog, your integration must request the `api_keys_write` scope and make an API call during the OAuth handshake to create an API key on behalf of the user. [...] ```
headers = {""Authorization"": ""Bearer {}"".format(access_token)} headers = {""Authorization"": ""Bearer {}"".format(access_token)} headers ={""Authorization"": ""Bearer {} "". format(access_token)}
```

For more information, see Implement the OAuth protocol.

### API requests

If you’re getting a forbidden error when trying to make an API call to a specific endpoint and you’ve enabled the correct scope for that end"
Sentry,Developer Infra Data Platforms,https://docs.sentry.io/api,https://docs.sentry.io/api/auth,"Skip to content

Go to Sentry

 Home
 API Reference
 Authentication

# Authentication

## Auth Tokens

Authentication tokens are passed using an auth header, and are used to authenticate as a user or organization account with the API. In our documentation, we have several placeholders that appear between curly braces or chevrons, such as `{API_KEY}` or , which you will need to replace with one of your authentication tokens in order to use the API call effectively. [...] ```
curl -H 'Authorization: Bearer {ACCESS_TOKEN}' \ curl -H'Authorization: Bearer {ACCESS_TOKEN}' \  
```

### Organization Scoping

A Sentry user can belong to multiple organizations. The access token only provides access to the specific organization the user selected during the OAuth flow. The `/api/0/organizations/` endpoint will only return the connected organization.

### Device Authorization Flow [...] ## OAuth2

For third-party applications that need to access Sentry on behalf of users, Sentry supports OAuth2 wi"
